"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"290","etconn_Oracle","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","lnxcdbk;lnxcdbp;lnxcdbsolo;lnxcdbt;lnxrac1;lnxrac2;Oracle_RAC_IPs","any","oracle","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","668656ff-ed1c-407b-ba11-2f9b78e8293e","any","none","Used","1","662","2021-12-02 16:28:37","2021-07-29 13:42:50"
"291","etconn_AS2","PA01","ETCONN;AS2","ETCONN","universal","untrust","AS2","any","any","dmz","etconn_pub","any","any","AS2;AS2_6260;AS2_8080-8083;AS2_8090_8091;service-http;service-https;TCP_8080","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","dd338b2a-1597-420d-af70-a17b46cdc47d","any","none","Used","2","651","2021-12-22 09:55:04","2021-07-29 13:42:50"
"292","etconn_ftp","PA01","ETCONN","ETCONN","universal","untrust","etconn_ftp_grp","any","any","dmz","etconn_pub","any","ftp;ssh;ssl","ftp 21;ftp 2121;ftp_passive_range_etconn;ftp_passive_range_etconn1;ftps_990","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","bc4ba791-daa2-46ca-96b7-7ab7b0598882","any","none","Used","2","662","2022-02-09 08:31:17","2021-07-29 13:42:50"
"293","etconn_sql","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","wi216jobsql1","any","any","mssql_port","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","fcf3d125-5d12-414a-b759-357091902990","any","none","Used","1","662","2021-12-02 16:28:37","2021-07-29 13:42:50"
"294","etconn_lnxkafka-p1","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","lnxkafka-p1","any","postgres","application-default","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","c706aa7e-1dda-4bf0-adbd-4fd8eaccd7b3","any","none","Partially Used","1","68","2023-03-16 16:10:29","2023-03-16 15:08:20"
"295","rule56","PA01","none","none","universal","dmz","any","any","any","any","any","any","ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b3cdd79f-bc5f-49f4-ac0c-67ae2ce0201a","any","none","Used","3","59","2021-07-29 14:31:05","2021-07-29 13:42:50"
"296","rule129-1","PA01","none","none","universal","dmz","Concierge-Server;kn100-sg17_priv_eth0;kn100-sg18_priv_eth0;TK-Branch;virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","any","any","trust","Domaincontroller-Gruppe;NTP-Server;TK-Anlage;TK-Anlage-STMIX;TK-Anlage-STMIX_BG 1-5-1;VLan-2001_TK-Client-Netz","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","03b0c683-ce16-49b1-bbca-d2cc8e9a3a68","any","none","Used","11","67","2021-10-11 10:52:30","2021-07-29 13:42:50"
"297","Softgate99_Untrust-DMZPublic","PA01","none","none","universal","untrust","any","any","any","DMZ_Public","WAN_Softgate99;WAN_Softgate_17;WAN_Softgate_18;WAN_Softgate_20 - Branch;WAN_Softgate_21 - Backup Branch","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","05f97beb-d636-4e4a-9921-4921790b34d8","any","none","Used","112","5","2022-02-10 11:42:08","2021-07-29 13:42:50"
"298","Softgate99_DMZPublic-Untrust","PA01","none","none","universal","DMZ_Public","WAN_Softgate99;WAN_Softgate_17;WAN_Softgate_18;WAN_Softgate_20 - Branch;WAN_Softgate_21 - Backup Branch","any","any","untrust","any","any","h.225;rtcp;rtp-base;unknown-udp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","7c06609d-3a0f-4bdc-b61c-bedc137adf34","any","none","Used","1","32","2021-07-29 14:31:05","2021-07-29 13:42:50"
"299","[Disabled]  Softgate99_DMZPublic-Trust","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  DMZ_Public","[Disabled]  kn100-sg17_priv_eth0;[Disabled]  kn100-sg18_priv_eth0;[Disabled]  TK-Branch;[Disabled]  virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  Domaincontroller-Gruppe;[Disabled]  NTP-Server;[Disabled]  TK-Anlage;[Disabled]  TK-Anlage-STMIX;[Disabled]  TK-Anlage-STMIX_BG 1-5-1","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","362d7edc-f5b7-4bdb-888b-0f67501fdb6b","[Disabled] any","[Disabled]  none","-","0","-","2021-10-11 10:52:30","2021-07-29 13:42:50"
"300","Router_TK_Remotezugriff_TK-Netz","PA01","none","none","universal","dmz","Router_TK_Remotezugang","any","any","trust","Concierge-Server;Concierge-Server-Temp;lnxunifycms1;NTP-Server;TK-Anlage;VLan-2000_TK-Anlage;VLan-2001_TK-Client-Netz;W2K8HKDTB01;WI216ACD1;WI216HKDLS01;WI216HKDLS02_priv","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","4b2223c0-d406-4357-b59a-621972e5655a","any","none","Used","7","432","2021-07-29 14:31:05","2021-07-29 13:42:50"
"301","Mobicontrol","PA01","Mobicontrol","none","universal","trust","10.82.20.19","any","any","dmz","172.23.10.212","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","226ba079-39d2-4120-8386-3f42cf9d489b","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"302","SIP-Telefone","PA01","none","none","universal","trust","Polycom_Konferenz","any","any","dmz","kn100-sg18_priv_SIP","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f8053cce-f489-4fe0-a1fe-645dffe491c1","any","none","Used","1","615","2021-07-29 14:31:05","2021-07-29 13:42:50"
"303","SIP-Telefone-1","PA01","none","none","universal","dmz","kn100-sg18_priv_SIP","any","any","trust","lnxunifycms1;TK-Anlage","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","1b7e597e-0b22-41e0-9a6c-bb2b8c1bcb8b","any","none","Used","4","250","2023-02-01 11:25:38","2021-07-29 13:42:50"
"304","SIP-Telefone-Updateserver","PA01","none","none","universal","any","Polycom_Konferenz","any","any","untrust","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","6c99e90c-e703-4c67-bf3e-7c9183e0f290","any","none","Partially Used","5","293","2021-07-29 14:31:05","2021-07-29 13:42:50"
"305","rule152","PA01","none","none","universal","dmz","kn100-sg17_priv_eth0;kn100-sg18_priv_eth0;TK-Branch;virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","any","any","trust","any","any","h.225;rtcp;rtp-base;unknown-udp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","165ec85a-a35e-4218-b651-20ce4b721222","any","none","Used","5","68","2021-07-29 14:31:05","2021-07-29 13:42:50"
"306","Softgate99_Testgate_DMZPublic-Trust Clients","PA01","none","none","universal","DMZ_Public","WAN_Softgate99;WAN_Softgate_17;WAN_Softgate_18;WAN_Softgate_20 - Branch;WAN_Softgate_21 - Backup Branch","any","any","trust","any","any","h.225;rtcp;rtp-base;ssl;unknown-udp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","03aad94e-9be6-4750-9ad4-74a03167ca64","any","none","Partially Used","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"307","Softgate99_Testgate_DMZPublic-Trust Clients-1","PA01","none","none","universal","trust","any","any","any","DMZ_Public","WAN_Softgate99;WAN_Softgate_17;WAN_Softgate_18","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","ce9fd3cb-9f5c-43f1-a9c8-8d69e96e7e4e","any","none","Used","8","331","2021-07-29 14:31:05","2021-07-29 13:42:50"
"308","Softgate zu Venne TK Netz","PA01","VENNE","none","universal","dmz","kn100-sg17_priv_eth0;kn100-sg18_priv_eth0;TK-Branch;virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","any","any","HK_Venne","any","any","h.225;rtcp;rtp-base;unknown-udp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","71ccb719-ff73-4915-939c-9a7b4e321928","any","none","Used","3","623","2021-07-29 14:31:05","2021-07-29 13:42:50"
"309","Venne TK Netz zu Softgate","PA01","VENNE","none","universal","HK_Venne","Venne_VLan_3352-Management_TK_Anlage","any","any","dmz","kn100-sg17_priv_eth0;kn100-sg18_priv_eth0;TK-Branch;virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","any","h.225;rtcp;rtp-base;unknown-udp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3ec6645c-512b-4034-a3ac-76658df332e7","any","none","Partially Used","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"310","Venne zu noweb","PA01","VENNE","none","universal","HK_Venne","any","any","any","dmz","noweb","any","ssl","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","fca0a20b-2722-4007-adac-23346f8f53f1","any","none","Partially Used","1","659","2021-07-29 14:31:05","2021-07-29 13:42:50"
"311","CTIWEB","PA01","none","none","universal","dmz","wi216ctiweb01_priv","any","any","trust","Domaincontroller-Gruppe;NTP-Server;PRTG Server;wi216lic01;wi216wsus01","any","dns;ms-ds-smb-base;ms-kms;msrpc;netbios-ss;ntp;snmp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","ace08cfc-fb79-4d2d-991b-8b8a13d894d3","any","none","Used","6","33","2021-07-29 14:31:05","2021-07-29 13:42:50"
"312","CTIWeb zu XPhone Server","PA01","Xphone","none","universal","dmz","wi216ctiweb01_priv","any","any","trust","wi216cti01","any","any","Xphone Connect Web Client","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","042cfd82-ec0d-43a7-a084-5b0cf2a91dc4","any","none","Used","3","50","2022-08-26 10:01:54","2022-06-29 16:28:49"
"313","VPN-Azure-MK-In01","PA01","VPN;Azure","none","universal","Site2Site","192.168.23.0/24","any","any","trust","Domaincontroller-Gruppe;filesrv02;filesrv05;NTP-Server;wi216lic01","any","App-Group Active Directory;ms-kms;ping","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","f4496d54-a80c-4857-915a-8591eac2395f","any","none","Partially Used","9","461","2022-02-16 16:01:41","2022-02-16 11:25:41"
"314","CTIWEB_MS-Updates","PA01","none","none","universal","dmz","wi216ctiweb01_priv","any","any","untrust","any","any","ms-update;windows-push-notifications","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d48c0c6d-1dbf-4cad-9d47-5e40e43e4cb8","any","none","Used","2","636","2021-07-29 14:31:05","2021-07-29 13:42:50"
"315","DMZ_Switche","PA01","none","none","universal","dmz","172.23.10.251;172.23.10.252","any","any","trust","wi216ps1","any","tftp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f18528f2-f874-4ccc-8739-057b0dfa0373","any","none","Partially Used","1","660","2021-07-29 14:31:05","2021-07-29 13:42:50"
"316","XPhone-Telefonie","PA01","Xphone","none","universal","dmz","TK-Branch_XCapi-Baugruppe;TK-Branch_XCapi-Baugruppe-NEU;wi216ctiweb01_priv;Xphone-IP-Baugruppe","any","any","trust","TK-Assistant;wi216cti01","any","net.tcp;ping;rtcp;rtp-base;sip;soap;ssl;web-browsing","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","81289441-cf81-4fe6-ae03-e0900ff3e2c8","any","Sip + andere Services für App","Used","2","661","2022-08-26 10:01:54","2021-07-29 13:42:50"
"317","XPhone Server ausgehend any","PA01","Xphone","none","universal","trust","wi216cti01","any","any","any","any","any","any","Apple Push Notification Service APNS;service-https","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","1269fe7d-bad7-459a-a247-9f14b4aba137","any","none","Partially Used","2","81","2022-08-26 10:01:54","2022-08-26 10:01:54"
"318","rule140","PA01","Xphone","none","universal","trust","TK-Assistant;wi216cti01","any","any","dmz","wi216ctiweb01_priv;Xphone-IP-Baugruppe","any","net.tcp;ping;rtcp;rtp-base;sip;ssl;web-browsing","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0bcca19f-bc8c-4693-984f-ab5f29d549fa","any","none","Used","1","659","2022-08-26 10:01:54","2021-07-29 13:42:50"
"319","XPhone Call Controller eingehend any","PA01","Xphone","none","universal","any","any","any","any","dmz;trust","xcc.haecker-kuechen.de;xcc_pub","any","dns-base;rtcp;rtp-base;sip;stun;unknown-udp","Sip-Ports TCP;SIP-Ports UDP;STUN;XCC Event Socket 8021 TCP;XPhone SRTP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","9d9f3695-ada0-479e-9762-247f68596989","any","none","Used","6","102","2023-02-01 08:44:14","2022-06-27 14:02:04"
"320","XPhone Call Controller ausgehend any","PA01","Xphone","none","universal","dmz;trust","xcc.haecker-kuechen.de","any","any","any","any","any","any","Sip-Ports TCP;SIP-Ports UDP;STUN;XCC Event Socket 8021 TCP;XPhone-SIP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c7ae4757-64c8-4b6d-b9c7-f77fa5865b8c","any","none","Used","4","223","2022-10-11 16:45:41","2022-06-27 14:02:04"
"321","Xphone Call controller ausgehend all","PA01","none","none","universal","trust","xcc.haecker-kuechen.de","any","any","any","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d9aa7e4f-5f65-47f5-825a-ead99a215ea1","any","none","Partially Used","3","223","2022-10-11 17:02:50","2022-10-11 17:02:50"
"322","XPhone Call Controller ausgehend ntp","PA01","Xphone","none","universal","dmz;trust","xcc.haecker-kuechen.de","any","any","any","any","any","ntp","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","a3693f0f-d5c1-4842-b238-d41f04020de5","any","none","Partially Used","1","260","2022-10-11 16:45:41","2022-09-05 15:27:44"
"323","XPhone Call Controller eingehend XPhone Server","PA01","Xphone","none","universal","trust","wi216cti01","any","any","dmz","xcc.haecker-kuechen.de","any","any","service-ssh;XPhone GRPC;XPhone-SIP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","458e026d-ed05-41f8-b5e8-958594d87ed0","any","none","Used","4","224","2022-08-26 10:01:54","2022-06-27 14:02:04"
"324","XPhone Call Controller eingehend XPhone Server-2","PA01","Xphone","none","universal","trust","wi216cti01","any","any","untrust","any","any","stun","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d8137160-8c76-415d-9ae0-6dc3b2278cb1","any","none","Used","1","320","2022-07-07 17:47:03","2022-07-07 17:26:06"
"325","[Disabled]  XPhone Call Controller ausgehend XPhone Server","PA01","[Disabled]  Xphone","[Disabled]  none","[Disabled] universal","[Disabled]  dmz","[Disabled]  xcc.haecker-kuechen.de","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  wi216cti01","[Disabled]  any","[Disabled]  any","[Disabled]  application-default","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","a64123b7-7378-46da-bfb7-ad07f154528d","[Disabled] any","[Disabled]  none","Unused","0","-","2023-02-01 08:46:22","2022-06-27 14:02:04"
"326","[Disabled]  XPhone Call Controller ausgehend TK Anlage","PA01","[Disabled]  Xphone","[Disabled]  none","[Disabled] universal","[Disabled]  dmz;[Disabled]  trust","[Disabled]  xcc.haecker-kuechen.de","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  TK-Anlage;[Disabled]  wi216cti01;[Disabled]  Xphone-SIP-Trunk-Softphone","[Disabled]  any","[Disabled]  grpc;[Disabled]  sip","[Disabled]  application-default","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","1e4bfc74-4b5d-4a11-82b1-3e272033959c","[Disabled] any","[Disabled]  none","Unused","0","-","2023-02-01 08:46:22","2022-06-29 13:21:52"
"327","XPhone Call Controller ausgehend TK Anlage-1","PA01","Xphone","none","universal","dmz;trust","xcc.haecker-kuechen.de","any","any","trust","TK-Anlage;wi216cti01;Xphone-SIP-Trunk-Softphone","any","any","SIP-Ports UDP;TCP_4900-4903;UDP_4900-4903;XPhone SRTP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c8b78c07-9d1c-45e0-8086-ccbd5449ca9a","any","none","Partially Used","1","320","2022-10-11 16:45:41","2022-07-07 16:42:41"
"328","XPhone Call Controller eingehend TK Anlage","PA01","Xphone","none","universal","trust","TK-Anlage;wi216cti01;Xphone-SIP-Trunk-Softphone","any","any","dmz;trust","xcc.haecker-kuechen.de","any","any","Ping;SIP-Ports UDP;TCP_4900-4903;UDP_4900-4903;XPhone SRTP;XPhone-SIP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c6d99473-c5be-47a4-8ae6-519b6e45e432","any","none","Partially Used","1","260","2022-10-11 16:45:41","2022-06-29 13:21:52"
"329","rule142","PA01","none","none","universal","untrust","any","any","any","dmz","wi216ctiweb01_pub","any","ssl;unknown-tcp;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","1a4a1e38-7433-4c07-a91f-dfaf3fc5a238","any","none","Used","3","656","2021-07-29 14:31:05","2021-07-29 13:42:50"
"330","xphone-Gaeste_LAN","PA01","Xphone","none","universal","Gaeste-Extern","192.168.17.253","any","any","dmz","wi216ctiweb01_pub","any","ssl;unknown-tcp;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","1f912820-2bde-4a9c-8ef3-0631f60714b9","any","none","Unused","0","-","2022-07-07 17:47:03","2021-07-29 13:42:50"
"331","rule138","PA01","none","none","universal","trust","any","any","any","dmz","Concierge-Server;kn100-sg17_priv_eth0;kn100-sg18_priv_eth0;kn100-sg18_priv_SIP;TK-Branch;virtuelle_Baugruppen_IP_Telefone - Softgate 500 - alt","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","6501554e-54d2-4256-94a8-bbef155b30a7","any","none","Used","17","54","2021-07-29 14:31:05","2021-07-29 13:42:50"
"332","[Disabled]  Softgate99_Testsoftgate_Trust-DMZPublic","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  DMZ_Public","[Disabled]  DMZ_Public_Gateway","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","3270d939-d46c-4be6-b561-16d19c1a7d80","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
